"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","alreadycontact","previous","poutcome","priceidx","confidx","euribor3m","y"
"441","[18.0,41.3)","management","married","university.degree","no","yes","no","cellular","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1546","[41.3,64.7)","technician","married","professional.course","unknown","yes","no","telephone","may","fri",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"4111","[41.3,64.7)","housemaid","divorced","basic.6y","unknown","unknown","unknown","telephone","may","fri",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"860","[18.0,41.3)","admin.","single","university.degree","no","yes","yes","telephone","apr","wed",1,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"1762","[18.0,41.3)","blue-collar","married","basic.9y","no","yes","no","cellular","nov","mon",1,0,2,"failure","[93.9,94.8]","[-50.8,-46.0)","[0.635,2.840)","no"
"864","[18.0,41.3)","blue-collar","married","basic.4y","no","yes","yes","cellular","may","wed",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1989","[41.3,64.7)","blue-collar","married","unknown","unknown","no","no","cellular","jul","thu",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1401","[18.0,41.3)","technician","divorced","professional.course","no","yes","yes","cellular","aug","mon",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2572","[18.0,41.3)","blue-collar","married","basic.4y","no","yes","no","cellular","may","thu",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1483","[41.3,64.7)","admin.","single","university.degree","no","no","no","cellular","nov","fri",3,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1406","[41.3,64.7)","unemployed","married","university.degree","no","unknown","unknown","cellular","nov","mon",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"2111","[18.0,41.3)","blue-collar","married","basic.9y","no","no","no","telephone","may","tue",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2927","[41.3,64.7)","unemployed","married","high.school","no","unknown","unknown","telephone","sep","fri",1,0,2,"failure","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","no"
"874","[18.0,41.3)","technician","married","basic.9y","no","no","no","cellular","may","mon",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1631","[41.3,64.7)","blue-collar","married","basic.4y","unknown","yes","no","cellular","aug","tue",3,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1050","[41.3,64.7)","services","married","high.school","no","yes","yes","telephone","apr","fri",1,0,1,"failure","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"2488","[18.0,41.3)","entrepreneur","married","basic.9y","no","yes","no","cellular","jul","fri",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"726","[18.0,41.3)","admin.","single","university.degree","no","no","no","telephone","may","mon",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3409","[18.0,41.3)","blue-collar","married","unknown","unknown","no","no","cellular","jul","wed",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2946","[18.0,41.3)","admin.","single","high.school","no","yes","no","cellular","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2637","[41.3,64.7)","retired","divorced","basic.4y","unknown","yes","yes","telephone","jun","thu",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2438","[41.3,64.7)","blue-collar","single","basic.9y","unknown","yes","no","cellular","apr","fri",3,0,2,"failure","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"1468","[18.0,41.3)","admin.","single","high.school","no","yes","no","cellular","apr","fri",2,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"2089","[18.0,41.3)","technician","married","high.school","no","yes","no","telephone","jun","tue",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3448","[18.0,41.3)","management","single","university.degree","no","no","yes","telephone","may","fri",11,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2293","[18.0,41.3)","unemployed","married","university.degree","no","no","no","cellular","aug","wed",3,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3308","[64.7,88.0]","self-employed","married","university.degree","no","yes","no","cellular","nov","tue",4,0,1,"failure","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"1231","[41.3,64.7)","services","married","high.school","no","yes","no","cellular","jul","mon",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2789","[41.3,64.7)","management","married","high.school","no","no","no","cellular","aug","wed",3,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1044","[18.0,41.3)","admin.","married","high.school","no","yes","no","telephone","may","mon",4,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2339","[18.0,41.3)","unemployed","married","university.degree","unknown","yes","no","cellular","nov","mon",1,0,1,"failure","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1894","[64.7,88.0]","housemaid","married","high.school","no","yes","no","cellular","may","fri",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1043","[18.0,41.3)","services","single","high.school","no","yes","no","cellular","may","thu",3,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2220","[18.0,41.3)","blue-collar","married","basic.6y","no","yes","no","cellular","may","wed",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3590","[41.3,64.7)","blue-collar","married","basic.4y","unknown","yes","no","cellular","may","tue",2,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3545","[41.3,64.7)","admin.","married","basic.4y","unknown","no","no","cellular","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1078","[18.0,41.3)","admin.","married","high.school","no","yes","yes","cellular","may","thu",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1263","[41.3,64.7)","blue-collar","single","basic.4y","unknown","yes","no","telephone","may","wed",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"4115","[18.0,41.3)","admin.","married","basic.6y","no","yes","yes","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2435","[18.0,41.3)","blue-collar","single","basic.4y","no","no","no","cellular","may","thu",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3679","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","nov","mon",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1831","[18.0,41.3)","admin.","married","high.school","no","yes","no","telephone","may","thu",3,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1597","[41.3,64.7)","blue-collar","married","basic.4y","unknown","no","yes","telephone","jun","tue",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"2586","[41.3,64.7)","admin.","married","university.degree","no","yes","no","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"598","[41.3,64.7)","self-employed","married","university.degree","unknown","yes","no","telephone","may","thu",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2246","[18.0,41.3)","admin.","married","high.school","no","no","no","telephone","jun","thu",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"936","[41.3,64.7)","blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3771","[41.3,64.7)","technician","married","university.degree","no","no","yes","telephone","jun","mon",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2356","[41.3,64.7)","management","married","university.degree","no","no","no","cellular","sep","thu",4,0,3,"failure","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","no"
"2017","[18.0,41.3)","technician","married","professional.course","no","no","no","cellular","apr","wed",2,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"1577","[18.0,41.3)","services","single","high.school","no","yes","no","cellular","may","thu",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3446","[41.3,64.7)","blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1425","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","nov","thu",2,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1128","[18.0,41.3)","management","married","university.degree","no","yes","no","cellular","may","mon",6,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"668","[41.3,64.7)","unemployed","divorced","basic.9y","no","yes","no","cellular","oct","wed",2,0,0,"nonexistent","[93.9,94.8]","[-50.8,-46.0)","[0.635,2.840)","no"
"674","[18.0,41.3)","management","married","high.school","no","yes","no","cellular","aug","wed",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1885","[18.0,41.3)","admin.","married","university.degree","no","yes","no","telephone","may","mon",6,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"989","[41.3,64.7)","admin.","married","university.degree","unknown","yes","no","telephone","may","tue",6,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"845","[18.0,41.3)","student","single","high.school","no","no","no","cellular","jun","tue",1,0,1,"failure","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","no"
"2635","[18.0,41.3)","admin.","single","university.degree","no","no","no","cellular","aug","wed",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","yes"
"4069","[41.3,64.7)","services","married","high.school","unknown","yes","no","telephone","jun","mon",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2737","[18.0,41.3)","self-employed","single","university.degree","no","no","no","cellular","jun","mon",2,0,0,"nonexistent","[92.2,93.1)","[-41.2,-36.5)","[0.635,2.840)","no"
"1374","[18.0,41.3)","student","single","unknown","no","yes","no","cellular","nov","wed",2,0,0,"nonexistent","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"1596","[18.0,41.3)","technician","divorced","university.degree","no","yes","no","cellular","aug","fri",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3203","[18.0,41.3)","management","single","university.degree","no","no","no","cellular","sep","fri",2,0,0,"nonexistent","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"3584","[41.3,64.7)","technician","married","professional.course","no","yes","no","cellular","nov","mon",1,0,1,"failure","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1102","[18.0,41.3)","technician","single","high.school","no","no","no","cellular","aug","tue",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3747","[18.0,41.3)","services","married","high.school","no","no","no","cellular","jul","tue",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2839","[41.3,64.7)","technician","married","professional.course","unknown","no","no","cellular","aug","wed",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2675","[41.3,64.7)","retired","divorced","university.degree","no","yes","no","telephone","may","mon",4,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"206","[18.0,41.3)","admin.","married","university.degree","no","no","no","telephone","nov","thu",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3967","[18.0,41.3)","admin.","married","university.degree","no","yes","no","telephone","jun","fri",1,0,0,"nonexistent","[92.2,93.1)","[-41.2,-36.5)","[0.635,2.840)","no"
"1861","[18.0,41.3)","management","married","university.degree","no","yes","no","cellular","aug","thu",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2181","[18.0,41.3)","blue-collar","married","basic.6y","unknown","no","yes","telephone","jun","mon",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2717","[18.0,41.3)","management","married","high.school","no","yes","no","telephone","nov","tue",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3563","[18.0,41.3)","blue-collar","divorced","basic.6y","no","yes","no","telephone","may","fri",17,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2405","[18.0,41.3)","admin.","single","unknown","no","yes","yes","telephone","may","mon",3,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","yes"
"1666","[41.3,64.7)","blue-collar","married","high.school","unknown","no","no","telephone","jun","wed",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2108","[18.0,41.3)","technician","single","university.degree","no","yes","no","telephone","aug","thu",3,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"228","[41.3,64.7)","services","married","high.school","unknown","yes","no","telephone","jul","mon",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"1014","[41.3,64.7)","admin.","divorced","university.degree","no","no","no","cellular","aug","thu",1,0,0,"nonexistent","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","yes"
"1543","[41.3,64.7)","entrepreneur","married","basic.9y","no","no","no","telephone","jun","mon",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"768","[18.0,41.3)","management","single","university.degree","no","yes","no","telephone","may","fri",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3230","[18.0,41.3)","student","single","unknown","no","no","no","cellular","jun","mon",3,0,0,"nonexistent","[92.2,93.1)","[-41.2,-36.5)","[0.635,2.840)","yes"
"594","[41.3,64.7)","entrepreneur","married","unknown","no","no","no","cellular","aug","thu",2,0,0,"nonexistent","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"3118","[41.3,64.7)","blue-collar","married","professional.course","no","no","no","cellular","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2122","[41.3,64.7)","admin.","single","high.school","no","no","no","cellular","aug","wed",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2569","[41.3,64.7)","services","married","high.school","no","yes","no","telephone","jun","fri",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"666","[18.0,41.3)","blue-collar","married","basic.6y","unknown","no","no","telephone","jun","tue",7,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2454","[41.3,64.7)","housemaid","married","basic.4y","no","no","no","cellular","aug","mon",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1209","[41.3,64.7)","blue-collar","married","basic.9y","unknown","yes","no","cellular","aug","tue",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2807","[41.3,64.7)","technician","married","professional.course","no","yes","yes","telephone","jul","mon",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3964","[18.0,41.3)","technician","single","professional.course","no","yes","no","telephone","aug","fri",2,0,1,"failure","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"3754","[41.3,64.7)","management","married","basic.9y","unknown","yes","no","cellular","may","mon",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3745","[41.3,64.7)","management","married","university.degree","no","yes","no","cellular","jul","wed",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2813","[18.0,41.3)","technician","married","university.degree","no","no","no","telephone","jun","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"996","[41.3,64.7)","admin.","married","university.degree","no","no","no","cellular","jul","mon",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"858","[18.0,41.3)","blue-collar","married","basic.6y","no","no","no","telephone","jun","fri",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2294","[41.3,64.7)","blue-collar","married","basic.4y","no","no","no","cellular","nov","mon",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1035","[18.0,41.3)","student","single","unknown","no","yes","no","telephone","jun","tue",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2053","[41.3,64.7)","technician","married","professional.course","no","no","no","cellular","nov","fri",1,0,1,"failure","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3035","[41.3,64.7)","admin.","married","university.degree","no","yes","no","cellular","aug","wed",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"650","[41.3,64.7)","blue-collar","single","basic.9y","no","yes","no","cellular","may","wed",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1562","[18.0,41.3)","services","married","high.school","no","yes","no","cellular","may","thu",8,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1821","[18.0,41.3)","admin.","married","university.degree","unknown","yes","no","cellular","aug","mon",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3351","[41.3,64.7)","blue-collar","married","basic.9y","no","no","yes","cellular","aug","fri",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3573","[41.3,64.7)","unknown","married","basic.4y","no","yes","no","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"3403","[18.0,41.3)","student","single","unknown","no","yes","no","cellular","apr","wed",1,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"2601","[18.0,41.3)","technician","married","university.degree","no","yes","yes","cellular","may","mon",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3664","[18.0,41.3)","management","married","professional.course","no","no","no","cellular","may","thu",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","yes"
